timestamp,level,file,line,func,message
2026-05-09 15:05:47.341,INFO ,classifier.cpp,64,main,"classifier started"
2026-05-09 15:05:47.341,DEBUG,classifier.cpp,70,main,"config: net=src/classification/hef/efficientnet_m.hef input=local_data/input_img output=local_data/output_img"
2026-05-09 15:05:47.341,INFO ,classifier.cpp,74,main,"loading model: src/classification/hef/efficientnet_m.hef"
2026-05-09 15:05:47.341,TRACE,hailo_infer.cpp,11,HailoInfer,"creating VDevice"
2026-05-09 15:05:47.354,TRACE,hailo_infer.cpp,13,HailoInfer,"VDevice created"
2026-05-09 15:05:47.354,TRACE,hailo_infer.cpp,15,HailoInfer,"loading HEF: src/classification/hef/efficientnet_m.hef"
2026-05-09 15:05:47.362,TRACE,hailo_infer.cpp,17,HailoInfer,"HEF loaded"
2026-05-09 15:05:47.389,TRACE,hailo_infer.cpp,25,HailoInfer,"network group configured"
2026-05-09 15:05:47.389,TRACE,hailo_infer.cpp,29,HailoInfer,"output vstream registered: efficientnet_m/softmax1"
2026-05-09 15:05:47.389,TRACE,hailo_infer.cpp,40,init_vstreams,"creating input vstream params (format_type=1)"
2026-05-09 15:05:47.389,TRACE,hailo_infer.cpp,52,init_vstreams,"input vstream: name=efficientnet_m/input_layer1 shape=[H:240 W:240 C:3] frame_size=172800"
2026-05-09 15:05:47.389,TRACE,hailo_infer.cpp,59,init_vstreams,"creating output vstream params (format_type=3)"
2026-05-09 15:05:47.390,TRACE,hailo_infer.cpp,71,init_vstreams,"output vstream: name=efficientnet_m/softmax1 shape=[H:1 W:1 C:1001] frame_size=4004"
2026-05-09 15:05:47.390,TRACE,hailo_infer.cpp,33,HailoInfer,"HailoInfer init done"
2026-05-09 15:05:47.390,TRACE,hailo_infer.cpp,80,get_input_info,"get_input_info: name=efficientnet_m/input_layer1 shape=[H:240 W:240 C:3]"
2026-05-09 15:05:47.390,INFO ,classifier.cpp,79,main,"model ready: input=[H:240 W:240]"
2026-05-09 15:05:47.390,DEBUG,classifier.cpp,89,main,"processing: bus.jpg"
2026-05-09 15:05:47.407,TRACE,classifier.cpp,97,main,"image loaded: [H:853 W:1280 C:3]"
2026-05-09 15:05:47.412,TRACE,classifier.cpp,101,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 15:05:47.412,TRACE,hailo_infer.cpp,115,infer,"infer start: 1 output vstreams"
2026-05-09 15:05:47.412,TRACE,hailo_infer.cpp,128,infer,"spawning write thread"
2026-05-09 15:05:47.412,TRACE,hailo_infer.cpp,140,infer,"spawning 1 read threads"
2026-05-09 15:05:47.412,TRACE,hailo_infer.cpp,99,set_input_buffers,"writing input: mat=[H:240 W:240 C:3 type:16] frame_size=172800"
2026-05-09 15:05:47.412,TRACE,hailo_infer.cpp,106,set_input_buffers,"input write done: status=0"
2026-05-09 15:05:47.438,TRACE,hailo_infer.cpp,146,operator(),"read thread[0] done: status=0"
2026-05-09 15:05:47.438,TRACE,hailo_infer.cpp,156,infer,"all threads joined"
2026-05-09 15:05:47.438,TRACE,hailo_infer.cpp,175,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 15:05:47.438,TRACE,hailo_infer.cpp,178,infer,"infer done: 1 results"
2026-05-09 15:05:47.438,DEBUG,classifier.cpp,108,main,"infer done: 25.91 ms"
2026-05-09 15:05:47.438,TRACE,classifier.cpp,115,main,"output: num_classes=1001"
2026-05-09 15:05:47.438,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=706 conf=0.5569 threshold=0.30"
2026-05-09 15:05:47.438,TRACE,classifier.cpp,56,classify_and_format,"classify: result=patio, terrace (55.7%)"
2026-05-09 15:05:47.438,INFO ,classifier.cpp,118,main,"result: bus.jpg -> patio, terrace (55.7%)"
2026-05-09 15:05:47.462,TRACE,classifier.cpp,124,main,"saved: local_data/output_img/bus.jpg"
2026-05-09 15:05:47.462,DEBUG,classifier.cpp,89,main,"processing: dog.jpg"
2026-05-09 15:05:47.463,TRACE,classifier.cpp,97,main,"image loaded: [H:194 W:259 C:3]"
2026-05-09 15:05:47.463,TRACE,classifier.cpp,101,main,"image preprocessed: [H:240 W:240 C:3]"
2026-05-09 15:05:47.463,TRACE,hailo_infer.cpp,115,infer,"infer start: 1 output vstreams"
2026-05-09 15:05:47.463,TRACE,hailo_infer.cpp,128,infer,"spawning write thread"
2026-05-09 15:05:47.464,TRACE,hailo_infer.cpp,140,infer,"spawning 1 read threads"
2026-05-09 15:05:47.464,TRACE,hailo_infer.cpp,99,set_input_buffers,"writing input: mat=[H:240 W:240 C:3 type:16] frame_size=172800"
2026-05-09 15:05:47.464,TRACE,hailo_infer.cpp,106,set_input_buffers,"input write done: status=0"
2026-05-09 15:05:47.469,TRACE,hailo_infer.cpp,146,operator(),"read thread[0] done: status=0"
2026-05-09 15:05:47.470,TRACE,hailo_infer.cpp,156,infer,"all threads joined"
2026-05-09 15:05:47.470,TRACE,hailo_infer.cpp,175,infer,"result[0]: name=efficientnet_m/softmax1 buf_size=4004"
2026-05-09 15:05:47.470,TRACE,hailo_infer.cpp,178,infer,"infer done: 1 results"
2026-05-09 15:05:47.470,DEBUG,classifier.cpp,108,main,"infer done: 6.15 ms"
2026-05-09 15:05:47.470,TRACE,classifier.cpp,115,main,"output: num_classes=1001"
2026-05-09 15:05:47.470,TRACE,classifier.cpp,46,classify_and_format,"classify: top_idx=160 conf=0.3059 threshold=0.30"
2026-05-09 15:05:47.470,TRACE,classifier.cpp,56,classify_and_format,"classify: result=Afghan hound, Afghan (30.6%)"
2026-05-09 15:05:47.470,INFO ,classifier.cpp,118,main,"result: dog.jpg -> Afghan hound, Afghan (30.6%)"
2026-05-09 15:05:47.472,TRACE,classifier.cpp,124,main,"saved: local_data/output_img/dog.jpg"
2026-05-09 15:05:47.472,DEBUG,classifier.cpp,89,main,"processing: images.jpg"
2026-05-09 15:05:47.472,TRACE,classifier.cpp,97,main,"image loaded: [H:168 W:300 C:3]"
